Date,INDOCO.NS.Open,INDOCO.NS.High,INDOCO.NS.Low,INDOCO.NS.Close,INDOCO.NS.Volume
17-11-2022,353.5499878,357.4500122,350.0499878,354.3500061,30401
18-11-2022,356.1499939,369.8999939,355.5,366.5,130960
21-11-2022,368.3500061,378,360.0499878,376.4500122,204033
22-11-2022,380,385.8999939,371.2000122,376,184590
23-11-2022,377.7999878,391.9500122,369,387.5,162569
24-11-2022,391,423.8999939,391,415.3500061,1078593
25-11-2022,415.0499878,415.3500061,400.7000122,402.5,149644
28-11-2022,402.9500122,407.9500122,392.0499878,396.1000061,65003
29-11-2022,393.2999878,396.1000061,382.75,384.9500122,79595
30-11-2022,384.9500122,401,384.2000122,397.6499939,101785
01-12-2022,398.6499939,403.5,393,394.7000122,58141
02-12-2022,393,405.2000122,391.2999878,397.8999939,46824
05-12-2022,393,397.2000122,391.1499939,393.0499878,30187
06-12-2022,393.8999939,409.9500122,392.5499878,397.9500122,209257
07-12-2022,399.3999939,400.4500122,395.0499878,398.25,29364
08-12-2022,399,401.1000061,393,397.9500122,42449
09-12-2022,398.8999939,398.9500122,384,387.0499878,25812
12-12-2022,387.9500122,389,374.1000061,377.3999939,60428
13-12-2022,378.2000122,384.7999878,378.1499939,381.3500061,24031
14-12-2022,387,400,380.3999939,398.3999939,84547
15-12-2022,404,404,390,392.2999878,34734
16-12-2022,394,395.7999878,379.6000061,390.75,48244
19-12-2022,392.7000122,403,389.4500122,398.1000061,51571
20-12-2022,395.2000122,398.3500061,388.0499878,391.75,20743
21-12-2022,390.2999878,407.3999939,390.2999878,401.75,245502
22-12-2022,405,409.7999878,390.5499878,397.7999878,101894
23-12-2022,399.6000061,399.7000122,375.1000061,379.6000061,61931
26-12-2022,387.1499939,390.4500122,372.1000061,379.8500061,71293
27-12-2022,385.75,404.5,380.5499878,395.5,136378
28-12-2022,393.25,398.6499939,393.25,395.1499939,24888
29-12-2022,393,398.6499939,382.8500061,389.8500061,29467
30-12-2022,391.5,416,390.6000061,406.6499939,506624
02-01-2023,414,423.8999939,408,412.6499939,437953
03-01-2023,414,420.7999878,408.1499939,410.6499939,75448
04-01-2023,411.5499878,411.5499878,388.1499939,398.6499939,170307
05-01-2023,399.0499878,405.75,393.25,396.7999878,51991
06-01-2023,398.7000122,398.7000122,390.6000061,394.1000061,22483
09-01-2023,410,413.2999878,401.6000061,406.1499939,181852
10-01-2023,406.1499939,409.0499878,398,400.8999939,22785
11-01-2023,401,402.8999939,393.0499878,396.2999878,43880
12-01-2023,395.6000061,402.7999878,395.6000061,398,51460
13-01-2023,399.8999939,402.7999878,396.2999878,398.6499939,34821
16-01-2023,398.6499939,404,396,396.75,31847
17-01-2023,397.6000061,401.7999878,390.4500122,393.6499939,37611
18-01-2023,394.7000122,400.6499939,393.3500061,398.3999939,57837
19-01-2023,397.7999878,398.7999878,392,394.3999939,28527
20-01-2023,395.1499939,395.1499939,390.3999939,391.5,26874
23-01-2023,394.7999878,409.7999878,391.6000061,404.75,455326
24-01-2023,404.4500122,408.4500122,359,362.8999939,804060
25-01-2023,361.75,361.75,346,348.6000061,341401
27-01-2023,349.5499878,352.7000122,336.2999878,339,141943
30-01-2023,339,343.3500061,331,338.8999939,96474
31-01-2023,337,345,324.6000061,327.6000061,122740
01-02-2023,327.6000061,340.2000122,320.2000122,325.0499878,151968
02-02-2023,325.1000061,349.8500061,318.4500122,337.5499878,159764
03-02-2023,339.25,344,322,335.6000061,167832
06-02-2023,336,338.7999878,325.1499939,335,128419
07-02-2023,335,339.5499878,330.0499878,335.5499878,72380
08-02-2023,337,338.2999878,332.7999878,336.7000122,47836
09-02-2023,337.9500122,337.9500122,331,332.25,47294
10-02-2023,333,369,332.4500122,364.9500122,1402350
13-02-2023,360,381.6000061,357.8500061,367.1000061,631482
14-02-2023,361,373.8999939,357.25,369.1499939,193456
15-02-2023,370.5499878,377.7000122,366.1000061,372.2999878,194452
16-02-2023,372.2999878,377.25,371.6499939,374.2000122,72235
17-02-2023,371,379.7999878,371,375.7000122,74517
20-02-2023,375.1499939,377.1499939,365.6000061,367.9500122,95626
21-02-2023,368.2000122,375.0499878,364.2999878,368.25,75668
22-02-2023,368.25,378.5499878,356.7999878,362.2999878,120810
23-02-2023,361.3999939,369,360.0499878,362.4500122,72849
24-02-2023,364.2999878,365.0499878,345.0499878,346.75,87065
27-02-2023,347,365,333.6000061,353.8500061,168474
28-02-2023,355.6499939,370.9500122,355.5499878,359.0499878,775915
01-03-2023,359.0499878,361.8999939,349.5499878,354.0499878,201906
02-03-2023,347,355.6000061,335.7000122,339.1499939,107816
03-03-2023,344.75,347.3500061,337.3999939,340.6499939,146313
06-03-2023,341.5,345.25,337,341.9500122,95160
08-03-2023,339.7999878,345,338.2000122,341.1499939,84651
09-03-2023,342.1000061,345.2999878,338.6499939,342.3999939,76244
10-03-2023,342.0499878,345.75,336.3999939,338.2999878,73571
13-03-2023,342.5,344.2999878,328.3999939,332.8500061,97724
14-03-2023,333.1499939,356,333.1499939,348.8999939,639746
15-03-2023,349.1499939,351.7000122,342,344.9500122,185138
16-03-2023,346.7000122,348.7000122,317.2000122,320.3500061,414714
17-03-2023,320.5,325.6499939,320.0499878,321.75,114585
20-03-2023,322.7000122,336,316.5,326.6499939,451041
21-03-2023,328.25,335.9500122,327.3500061,330.1000061,126496
22-03-2023,330.5,334.75,327.0499878,328.1000061,78072
23-03-2023,328.9500122,333.9500122,326.7000122,331.7999878,123960
24-03-2023,328,331.1499939,325.4500122,327.75,66452
27-03-2023,328.5499878,349.0499878,327.25,336.0499878,483147
28-03-2023,337.75,337.75,321.3500061,326.1000061,76255
29-03-2023,329.3999939,332.6499939,320.1000061,324.7000122,196608
31-03-2023,325.75,331.75,322.8500061,325.25,75873
03-04-2023,326.8500061,331.5,326.2999878,329.7999878,59836
05-04-2023,331.3999939,338.1000061,326.0499878,327.5,105293
06-04-2023,328.1000061,334.4500122,326.7999878,331.1499939,78582
10-04-2023,335.3999939,336.9500122,329.7999878,333.75,91215
11-04-2023,333.7999878,340,331.2000122,333.25,74634
12-04-2023,334.9500122,337,327.5,331.1499939,106538
13-04-2023,332.2000122,335.7000122,328.0499878,329.1000061,98023
17-04-2023,331.3999939,331.75,324.5499878,325.5499878,165229
18-04-2023,326.25,329.1000061,318,319.25,120252
19-04-2023,321.8500061,323.2000122,314.6000061,315.5,120591
20-04-2023,317.9500122,319.4500122,312,313,69970
21-04-2023,315.3500061,317.1000061,307.2999878,310,119673
24-04-2023,312,318,310.25,311.6000061,245993
25-04-2023,314.3500061,315.75,308.1499939,309.3500061,96265
26-04-2023,310.8999939,314.75,306.3999939,310.9500122,228964
27-04-2023,311.8999939,315,311,314.3999939,86209
28-04-2023,315.0499878,325.4500122,313.7000122,323.4500122,159267
02-05-2023,323.4500122,326,318.4500122,322.1499939,93219
03-05-2023,324.8999939,332.2000122,321.4500122,329.4500122,272032
04-05-2023,330.75,334.3999939,327.6000061,329.75,55787
05-05-2023,330.8999939,334.9500122,324.1499939,332.8999939,85666
08-05-2023,332.8999939,338.8999939,330.1000061,338.2999878,98160
09-05-2023,338.2999878,343.2999878,334.1499939,336.1499939,144097
10-05-2023,337.7999878,338.7000122,330.6499939,332.2999878,44537
11-05-2023,333.7999878,343.1000061,332.6499939,342.0499878,67559
12-05-2023,342.0499878,357.6000061,335.8999939,354.0499878,165585
15-05-2023,351,359.7999878,350.7999878,352.25,97354
16-05-2023,351.3999939,357.9500122,348.6000061,356.25,45217
17-05-2023,356.9500122,358.9500122,350.2999878,351.6499939,23371
18-05-2023,353,362.8500061,348,353.75,52683
19-05-2023,353.4500122,353.4500122,342.25,351.1000061,34982
22-05-2023,352.5,352.5,345.8999939,347.7999878,21458
23-05-2023,347.8999939,363.1499939,331.7999878,340.1499939,399324
24-05-2023,335.0499878,345,328.2999878,339.75,128097
25-05-2023,339.75,349.1499939,335.0499878,336.25,38295
26-05-2023,336.3500061,337.3500061,329.1000061,334.7999878,72786
29-05-2023,336.5,345,334.7999878,336.25,61542
30-05-2023,336.0499878,340,330.8999939,333.1000061,52025
31-05-2023,333.6499939,362.2000122,330,352.1499939,118770
01-06-2023,351.8999939,353.4500122,342.75,344.2999878,86016
02-06-2023,344.2999878,354.1000061,341.6000061,352.1499939,66186
05-06-2023,351.0499878,351.0499878,331.2999878,333.3500061,426432
06-06-2023,335,339.9500122,327.2999878,331.2000122,362010
07-06-2023,332.8999939,339,328,329.1499939,169623
08-06-2023,330.8999939,332.6499939,328.5,329.5499878,57928
09-06-2023,329.5,334.8999939,326.0499878,329.6499939,151416
12-06-2023,333.8500061,333.8500061,329.0499878,330.9500122,99235
13-06-2023,332.5,333,320.2000122,321.7999878,255251
14-06-2023,323.4500122,324.6499939,320.1000061,322.0499878,80509
15-06-2023,322.3999939,333.1499939,322.3999939,329.2999878,164031
16-06-2023,332.1000061,333.5,329.8999939,330.5499878,105278
19-06-2023,332,336.5,329.25,330.8500061,154176
20-06-2023,330.8500061,333.5499878,328,329.75,100662
21-06-2023,331.3999939,331.3999939,326.0499878,328.3500061,65193
22-06-2023,329.7000122,329.8999939,320,321.0499878,87243
23-06-2023,318,323.5499878,316.1000061,319.8999939,64102
26-06-2023,319.8999939,332.5,318.3999939,329.3999939,142443
27-06-2023,330.7999878,332.7000122,324.1499939,326.5,71560
28-06-2023,327,330.9500122,325.0499878,326.1499939,44322
30-06-2023,327.0499878,330,325.2999878,326.9500122,76462
03-07-2023,327.0499878,334,327.0499878,329.3500061,85926
04-07-2023,331.2999878,331.8500061,325,327.6499939,60934
05-07-2023,328.8999939,333.5499878,328.25,329.5499878,86534
06-07-2023,330.8999939,331,325,326.6000061,77457
07-07-2023,326.6000061,329.9500122,324.1000061,324.7999878,78529
10-07-2023,326.2999878,326.3999939,315,320.6499939,43343
11-07-2023,321.2999878,331.2999878,317.8500061,322.6499939,282394
12-07-2023,322.9500122,328,321.1000061,325.4500122,92888
13-07-2023,327,327.8999939,321.8500061,323.2999878,35167
14-07-2023,324,326,322,322.9500122,37556
17-07-2023,323,332,323,330.25,119005
18-07-2023,332,332,325.7000122,328.8500061,94887
19-07-2023,331.7000122,332.25,328.5499878,329.75,66507
20-07-2023,330.75,333.5,326.9500122,331.7999878,101148
21-07-2023,330.3500061,339.9500122,330.3500061,332.0499878,184324
24-07-2023,333.75,336.1499939,329,329.7999878,51757
25-07-2023,330,335.0499878,315.2999878,322.8500061,458346
26-07-2023,324,332.1000061,316,317,986902
27-07-2023,318.0499878,324.9500122,317.0499878,317.8500061,112164
28-07-2023,319.9500122,321.75,316.9500122,318.5499878,75582
31-07-2023,317,325,315,317.1499939,191950
01-08-2023,317.5,321.3500061,314.1000061,314.7999878,129149
02-08-2023,315.25,317.8999939,311.7999878,313.6499939,84262
03-08-2023,313.6499939,325.2999878,312.2000122,324,238400
04-08-2023,327.8500061,328.8999939,321.4500122,324.2999878,109157
07-08-2023,325.9500122,327.8999939,318.8999939,321.75,182135
08-08-2023,323,325.7999878,318.0499878,319.5499878,396391
09-08-2023,321.0499878,343.9500122,321,341.6499939,766491
10-08-2023,346,346.8999939,337.7999878,345.0499878,266870
11-08-2023,346.1000061,352.6000061,340,341.7000122,177420
14-08-2023,340.0499878,343.3500061,334,342.2999878,73770
16-08-2023,338.2000122,341.1000061,333.6499939,339.2999878,59782
17-08-2023,340.3999939,343.1000061,333,335.4500122,89803
18-08-2023,335.4500122,340.8999939,327.2000122,329,76135
21-08-2023,330,333,328,329.3500061,55035
22-08-2023,330.0499878,336.6000061,330.0499878,335.5499878,65134
23-08-2023,336.9500122,337,328.7999878,330.5,84698
24-08-2023,332,336.2999878,327.6499939,329.6499939,70377
25-08-2023,329.3999939,331,321.2999878,323.6499939,94919
28-08-2023,324,330.1499939,322,323.25,73443
29-08-2023,324.25,327.5499878,320.75,321.7000122,127029
30-08-2023,322.0499878,327.8500061,318.2999878,319.2000122,170389
31-08-2023,320.6499939,323,315.1000061,317.25,100300
01-09-2023,318,322.7999878,309.5,311.8500061,327089
04-09-2023,314.5499878,321.6000061,310.5499878,311.4500122,298721
05-09-2023,315,328.1499939,313.1499939,316.2000122,489715
06-09-2023,323,327.1499939,314.5,317.7000122,340035
07-09-2023,320.8999939,332.7999878,317.7000122,331.3500061,708294
08-09-2023,330.0499878,337.6000061,328,329.5,415417
11-09-2023,330,333.5,321.3999939,323.8999939,175460
12-09-2023,326.3999939,344,322.1499939,340.5,1236622
13-09-2023,344,373,340.9500122,361.8999939,1777413
14-09-2023,365.75,366.7000122,356,357.4500122,301419
15-09-2023,358,365,357,362.1000061,190226
18-09-2023,362.0499878,370.75,355.1499939,356.5499878,233340
20-09-2023,351.1000061,356.3500061,335.2000122,339.75,244934
21-09-2023,341.3999939,349.6000061,339.0499878,340.0499878,194010
22-09-2023,341.7999878,345,335.6000061,340.75,64020
25-09-2023,340.75,342.3500061,335.2999878,338.1000061,115156
26-09-2023,339,341,332.8999939,333.6499939,195148
27-09-2023,333.6000061,340.25,333.4500122,334.3999939,206958
28-09-2023,336.1000061,339.7999878,334,335.5499878,74607
29-09-2023,337.25,342.5,334.25,339,86279
03-10-2023,339,339.5,331.0499878,332.7000122,80124
04-10-2023,332.3500061,333.7000122,328.0499878,329.8999939,68148
05-10-2023,331.5,333.5,328.5499878,329.7999878,39198
06-10-2023,329.8999939,333.8500061,328.0499878,332.3500061,64695
09-10-2023,332,338.3999939,325.2999878,335.7000122,189674
10-10-2023,337.3500061,341.75,333.5,334.6000061,101664
11-10-2023,337.5,339.7000122,334.9500122,338.25,48461
12-10-2023,336.6000061,342,336.5,339.25,168064
13-10-2023,336.3999939,341.0499878,336.1000061,339.25,39813
16-10-2023,340.9500122,345,336.75,343.8999939,115541
17-10-2023,345,345.1000061,340.3999939,342.2000122,87299
18-10-2023,343.7999878,349.2000122,342.3999939,345.75,89044
19-10-2023,344.8999939,356,340.5499878,350.3999939,823017
20-10-2023,343.25,344.6000061,330.0499878,331.9500122,247272
23-10-2023,333.9500122,334.4500122,318,320.7000122,177623
25-10-2023,320.7000122,324.75,316.4500122,319,107935
26-10-2023,316.0499878,324.25,308.2999878,317.7000122,268571
27-10-2023,321.1499939,323.1000061,317.4500122,320.9500122,82548
30-10-2023,324.8500061,329,319.7999878,323,132005
31-10-2023,324.6499939,326.8500061,315.1000061,317.7999878,277397
01-11-2023,318.7999878,321.5499878,316,317.0499878,50027
02-11-2023,318.5,320,316.2000122,316.9500122,41462
03-11-2023,318.5,323,316.7999878,320.0499878,74569
06-11-2023,324.9500122,326,319,324.6499939,74187
07-11-2023,327.8999939,328,322.5,324.6000061,36936
08-11-2023,325.7000122,329.8999939,323.2999878,327.1499939,126024
09-11-2023,328.5,333,323.9500122,327.9500122,68083
10-11-2023,328.2999878,336,325.4500122,332,83003
13-11-2023,333.8500061,335,330.3500061,334.2000122,24107
15-11-2023,335.8999939,339.25,330.5,332.1499939,53820
16-11-2023,332,337.8500061,331.3999939,334.6000061,41041
17-11-2023,332.7000122,337.0499878,331.9500122,335.25,83704
20-11-2023,336.8999939,348.5,335.5,347.0499878,147983
21-11-2023,349.7999878,353,349,350.7000122,174223
22-11-2023,345.1499939,353.9500122,342.7000122,350.8999939,170402
23-11-2023,350.8999939,353.8999939,345.6000061,350.2000122,53745
24-11-2023,348.3999939,357,348.3999939,353.1000061,132972
28-11-2023,354.9500122,370,354.9500122,365.3500061,812549
29-11-2023,369.8999939,369.8999939,362.2000122,364.8500061,93855
30-11-2023,365,365.4500122,358.1000061,362.5499878,103720
01-12-2023,362,373,362,371.1000061,208508
04-12-2023,378.0499878,387.7000122,377.1000061,380.7000122,369320
05-12-2023,381.9500122,387,378,385.5499878,229562
06-12-2023,385.5499878,404.7000122,371.2999878,398.5499878,536870
07-12-2023,393.6499939,399.2000122,384.6000061,396.2000122,172046
08-12-2023,392,396.8999939,381.5,384.75,320463
11-12-2023,385,398.1000061,381.0499878,394.2999878,326858
12-12-2023,394,400.6000061,390.0499878,393.8999939,268063
13-12-2023,396,402,391.9500122,398.2999878,167896
14-12-2023,402.9500122,402.9500122,393.1499939,394.75,119234
15-12-2023,396.3999939,403,386.7999878,392.9500122,339320
18-12-2023,392,409.5,388.75,408.1000061,271713
19-12-2023,409.9500122,412,402.1000061,408.7000122,122948
20-12-2023,408,410,363.8500061,379.3500061,418925
21-12-2023,372,403.9500122,370.8500061,399.6000061,405335
22-12-2023,395.6499939,412.5499878,394.8500061,400.0499878,398142
26-12-2023,401.8500061,402.0499878,393.8500061,399,164092
27-12-2023,395.3500061,412,395.3500061,409.6000061,360293
28-12-2023,409.2000122,411.6000061,391.1000061,399.5499878,196379
29-12-2023,396.6000061,398.75,392,395.2000122,77713
01-01-2024,395.8999939,395.9500122,388.5,390.25,54880
02-01-2024,392,397.7000122,385,389,116740
03-01-2024,389,400.6499939,388.6499939,390.75,179553
04-01-2024,392.1000061,400.7999878,392.1000061,395.2000122,136566
05-01-2024,395,397.4500122,389,389.9500122,88369
08-01-2024,390.1000061,393.2999878,384.1000061,386.7999878,67561
09-01-2024,387,390.9500122,378.0499878,379.4500122,65172
10-01-2024,381,383.9500122,368.9500122,373.6000061,77856
11-01-2024,373.6000061,382.25,365.0499878,378.9500122,132023
12-01-2024,380.2000122,380.7999878,373.8500061,376.75,45281
15-01-2024,380,386,377.7000122,383.8500061,93810
16-01-2024,383.8500061,394.3500061,377.8999939,390.1000061,269230
17-01-2024,388.75,394.3500061,379.1000061,380.8999939,129428
18-01-2024,379.8500061,405,370.5,379.5499878,878440
19-01-2024,380.5,388.7000122,377.1000061,380.7000122,125111
23-01-2024,409,414,366.8999939,368.75,634357
24-01-2024,366.5,379.7000122,366.5,371.2999878,155955
25-01-2024,375.75,375.75,360,364.1499939,104249
29-01-2024,365,376,364,372.75,129837
30-01-2024,376,377,365,367.5499878,128403
31-01-2024,367.5499878,381.3999939,366.2000122,372.2999878,261424
01-02-2024,372.2000122,374.5499878,367.25,369.2999878,58269
02-02-2024,370,373.7000122,363.2999878,364.8999939,110187
05-02-2024,365.1499939,369,355,356.7000122,115826
06-02-2024,361.7999878,366.7000122,356.3500061,361.8500061,107066
07-02-2024,363.7000122,366.75,355.8500061,358,70527
08-02-2024,359.7999878,361.7999878,348.1000061,351.25,64944
09-02-2024,353,353.3500061,344.7999878,349.5499878,61091
12-02-2024,351.2999878,353.0499878,336,337.5499878,100439
13-02-2024,339.9500122,346,329.4500122,343.2000122,106913
14-02-2024,339,386,335.8999939,363.3500061,579517
15-02-2024,364.1499939,375,361.0499878,372.1000061,90992
16-02-2024,368,377.25,363.1000061,366.9500122,74116
19-02-2024,364,370,362.2000122,365.0499878,32854
20-02-2024,365.0499878,366.8999939,361.1499939,362.5499878,27650
21-02-2024,363.75,366.7000122,357.6000061,361.3500061,43216
22-02-2024,360.3500061,380.75,358.2000122,376.6000061,116484
23-02-2024,376.6000061,380.3999939,370.0499878,374.7999878,93025
26-02-2024,379,379,368.25,369.2000122,61819
27-02-2024,369.4500122,370.5,358.1000061,361.2999878,71833
28-02-2024,362.2999878,362.4500122,350,351.1000061,70233
29-02-2024,352.8999939,354.6000061,344.5,349.2000122,57306
01-03-2024,349.5499878,352.3500061,344.7999878,346.1499939,26812
04-03-2024,354.1000061,355.8999939,345.5499878,346.8999939,30071
05-03-2024,346.8999939,347.6499939,341.2999878,343.6499939,23398
06-03-2024,343.6499939,346.5,338,339.7000122,87452
07-03-2024,336.2999878,352.3500061,336.2999878,341.6499939,73976
11-03-2024,342.1499939,346.8999939,333.5499878,335.3999939,53131
12-03-2024,335.3999939,344,330.3999939,338.3500061,70357
13-03-2024,348,350.4500122,318.3999939,322.8500061,145476
14-03-2024,321.0499878,342.75,321.0499878,333.5,83019
15-03-2024,330.2999878,339.4500122,324.8500061,325.9500122,52238
18-03-2024,325.9500122,339.7000122,325,330.8999939,135173
19-03-2024,335.0499878,339.7000122,329,331,54690
20-03-2024,335.2000122,339.6000061,328.3999939,336.3500061,43290
21-03-2024,337,345,334.1000061,336.3999939,35484
22-03-2024,336.3999939,339.3999939,332.5,334.7999878,28311
26-03-2024,341,347.8999939,330,331.6000061,138279
27-03-2024,333.2999878,338.7000122,331.3500061,333.8999939,68464
28-03-2024,337.8500061,338.7999878,327.4500122,328.6499939,75404
01-04-2024,329.5499878,354.7999878,329.5499878,339.2999878,165765
02-04-2024,339.2999878,343.8999939,337.75,339.9500122,49233
03-04-2024,341.4500122,349.7999878,338.7999878,343.25,137828
04-04-2024,343,352.1000061,337,343.8500061,106110
05-04-2024,349.8500061,372,347.5,349.7000122,677829
08-04-2024,350.8999939,353,346,348.8500061,76447
09-04-2024,350.5,350.6499939,344.7999878,348.2999878,29738
10-04-2024,349.8999939,354.6499939,342.5499878,352.6499939,122596
12-04-2024,348.6000061,354.4500122,343.7000122,346.75,60963
15-04-2024,340,344,338,339.2999878,41246
16-04-2024,336.2000122,343.4500122,329.8500061,332.75,106830
18-04-2024,333,337.9500122,331,331.8500061,66112
19-04-2024,329,335.7000122,328.5,330.8999939,37858
22-04-2024,332.9500122,336.5499878,326.8500061,328,98574
23-04-2024,329.7000122,334.1000061,328.5,329.4500122,46917
24-04-2024,332.75,335.6499939,328.2000122,329,87448
25-04-2024,331.9500122,332,323.1000061,324.0499878,191638
26-04-2024,325.7000122,329.9500122,325.1000061,328.6000061,42066
29-04-2024,331.9500122,334.6000061,324.75,325.9500122,157522
30-04-2024,328,333,326,326.9500122,86240
02-05-2024,328.1000061,334.4500122,326,331.3999939,143519
03-05-2024,331.4500122,340.7000122,330.5,337.7000122,182414
06-05-2024,340.7000122,344.9500122,330.2000122,335.5499878,403838
07-05-2024,337,338.8999939,330,334.2999878,56579
08-05-2024,331.2000122,337.8500061,331.2000122,334.1499939,24132
09-05-2024,335.5,336.3500061,326.7999878,328.6499939,34606
10-05-2024,330.2999878,330.8999939,318.3999939,320.0499878,87134
13-05-2024,321.5499878,321.7000122,315.5499878,316.9500122,40233
14-05-2024,317.8500061,345.25,317.2000122,330.5,225085
15-05-2024,331.25,335.6000061,325.0499878,327.5499878,67038
16-05-2024,329.2000122,334.8999939,317,321.7999878,242445
17-05-2024,326.5499878,330,317.1000061,320.2999878,145623
21-05-2024,325,325,313.1499939,315.0499878,166036
22-05-2024,319.9500122,320.5,313.1000061,313.8999939,142466
23-05-2024,313.7000122,315.7999878,310.2000122,312.1000061,499511
24-05-2024,313.6499939,316.2000122,310.3500061,311,85566
27-05-2024,312.1499939,319.2999878,310,317.9500122,312871
28-05-2024,319,319.5499878,312.0499878,314.8500061,139518
29-05-2024,314.8500061,316.6000061,311.3500061,312.2000122,55925
30-05-2024,312.2000122,312.8500061,306.0499878,310.5499878,167658
31-05-2024,310.5499878,312.1499939,295.1499939,300.4500122,728095
03-06-2024,303.1000061,309.3999939,303.1000061,305.2000122,58277
04-06-2024,305.2000122,308.7000122,286.6000061,298.2999878,169190
05-06-2024,298.3999939,312,298.2000122,310.2000122,99384
06-06-2024,311.2000122,321,311.2000122,317.1499939,220502
07-06-2024,320,324,318.2999878,321.1000061,112570
10-06-2024,325,327.2000122,321.1000061,323,91558
11-06-2024,323,326.9500122,322.2000122,324.0499878,62437
12-06-2024,324.1000061,326.1499939,322.2999878,324.2999878,66618
13-06-2024,324.8500061,326.9500122,324,325.1499939,61881
14-06-2024,327,329.5,324.5,326.1499939,83963
18-06-2024,326.5,329.75,322.3500061,324.5499878,88972
19-06-2024,325.1499939,326.9500122,323,325.2999878,67473
20-06-2024,326.9500122,333,323.6000061,325.2000122,139637
21-06-2024,326.25,333.75,324.9500122,327.0499878,224989
24-06-2024,326.8500061,331.4500122,325.2000122,328.25,97522
25-06-2024,328.2999878,331.5,325.2000122,326.3500061,72550
26-06-2024,326.8999939,328.4500122,325,326.3500061,47391
27-06-2024,328,328,321.0499878,322.0499878,53156
28-06-2024,323,326.1499939,319.3999939,324.7999878,47210
01-07-2024,326.5,332.7000122,323.7999878,331.6000061,123750
02-07-2024,334.6499939,351.9500122,331.6000061,344.7999878,491502
03-07-2024,346.5,354.3999939,343.8500061,344.8500061,224996
04-07-2024,346.6499939,349.7000122,342.3999939,347.4500122,76972
05-07-2024,349.8500061,349.8500061,342,346.9500122,73961
08-07-2024,344.6000061,358,342.1000061,346.4500122,257365
09-07-2024,346.6000061,354,339,340.2999878,247277
10-07-2024,340.3999939,348.2000122,330.1499939,330.8500061,181494
11-07-2024,332.6000061,337,330.3999939,331.3500061,91554
12-07-2024,333.0499878,336.5499878,330.75,331.6000061,52023
15-07-2024,333.9500122,336,330,331.25,77203
16-07-2024,334.0499878,342,332.1499939,339.7000122,174961
18-07-2024,341.3999939,342,333,336.6000061,82489
19-07-2024,336.7999878,338.25,325,326.6000061,71385
22-07-2024,326,331.7000122,323.6000061,325.8999939,56445
23-07-2024,327.5,329.9500122,317,319.4500122,391521
24-07-2024,316.7000122,324.2999878,316.7000122,322,110363
25-07-2024,321.2000122,327.9500122,320,324.1499939,89049
26-07-2024,324.2999878,326.8500061,320.0499878,322.8999939,112649
29-07-2024,323.1000061,336.2000122,323.1000061,329.7000122,208035
30-07-2024,329.7000122,334,324.1000061,326,114071
31-07-2024,328,333,328,332.4500122,68042
01-08-2024,337.4500122,338.7999878,329.0499878,330.8500061,78826
02-08-2024,330.3999939,333.6000061,324.9500122,325.75,84644
05-08-2024,320.9500122,324.6000061,316.7000122,317.5499878,102654
06-08-2024,321.5,332,315.1499939,316.7999878,138529
07-08-2024,319.1000061,325.4500122,319.0499878,322.3999939,54097
08-08-2024,323.8999939,324.0499878,319.7999878,321.6499939,36938
09-08-2024,322.2000122,324.6000061,320.1000061,321.9500122,30467
12-08-2024,323,338.3999939,321.2000122,332.6499939,136598
13-08-2024,333.2999878,334.8500061,325.3999939,327.8999939,49018
14-08-2024,329.5499878,334,323,330.1000061,49085
16-08-2024,331.7999878,332.3999939,325,326.8999939,29573
19-08-2024,327.1000061,332.9500122,325.8500061,330.3500061,34504
20-08-2024,334.2999878,338,329.0499878,335.75,93362
21-08-2024,335.1499939,354,335.1499939,351.8500061,892412
22-08-2024,355,363.3999939,350.8999939,360.7999878,411645
23-08-2024,361,365,359.5,363.75,311728
26-08-2024,365,367.1499939,357.7000122,360.75,117813
27-08-2024,357.5,369.75,357.5,364.6000061,224781
28-08-2024,364.8999939,367.6499939,361.2999878,365.7000122,115353
29-08-2024,362.6000061,368.7999878,361.2000122,365.25,147538
30-08-2024,365.25,371.0499878,360,361.4500122,191152
02-09-2024,362.5,365,355.3500061,361.1000061,61730
03-09-2024,362.6000061,362.9500122,358.5,359.75,222712
04-09-2024,362,382.3999939,357,374.6000061,343329
05-09-2024,380,384.3999939,376,379.6000061,261070
06-09-2024,380.1000061,387.5499878,368.1000061,371,161229
09-09-2024,375.9500122,385.75,371.2000122,372.7999878,217286
10-09-2024,374.7000122,379.9500122,374.6000061,377.8500061,99524
11-09-2024,378,385.3500061,377,378.4500122,113380
12-09-2024,380,380.6499939,372,373.2000122,54840
13-09-2024,374,375.0499878,370,371.5499878,44898
16-09-2024,371.2000122,372.7999878,366.5,367.4500122,45526
17-09-2024,368.8999939,380,368.2000122,375.1000061,80988
18-09-2024,377,377,366,370.1000061,77133
19-09-2024,368.5499878,376.25,364.8999939,369.4500122,125289
20-09-2024,370.8500061,380,368,377.1000061,61910
23-09-2024,380,383,372.3500061,375.5,78747
24-09-2024,377.8999939,379.5,367.1000061,372.7000122,58489
25-09-2024,373.1000061,374.6000061,362.5499878,365.5,68588
26-09-2024,369.1499939,370.9500122,364,365.3999939,58109
27-09-2024,367.25,369.3999939,353,357.0499878,226315
30-09-2024,357.8999939,363.9500122,352.8500061,358.5499878,61452
01-10-2024,360.2999878,360.2999878,345.2000122,348.5,73725
